pvals_adj	fc	AUROC	cluster	Gene	cell_type
4.625979032450011e-101	0.7952001	0.9228133558650429	B-cell2	AC021613.1	B-cell
1.2600041743789136e-99	0.77939975	0.9196972787133617	B-cell2	THEMIS	B-cell
2.50074867671261e-97	0.7928424	0.914591224287629	B-cell2	AC117453.1	B-cell
1.3948503734137364e-96	0.79585975	0.9128576423285356	B-cell2	AL603840.1	B-cell
1.6382555863472378e-94	0.6626682	0.9082396130761611	B-cell2	SWAP70	B-cell
1.7792926270141093e-94	0.7750678	0.9081522055824253	B-cell2	AL392023.2	B-cell
2.0605362885226216e-94	0.7668094	0.9079948720937008	B-cell2	AP005212.4	B-cell
3.2465871372516924e-94	0.7980422	0.9075403531262747	B-cell2	LINC01470	B-cell
3.7280266264171633e-94	0.76224625	0.9073917603869238	B-cell2	LINC02291	B-cell
1.7966637037983912e-93	0.7982825	0.9058533884971738	B-cell2	CRAT37	B-cell
5.751298360964425e-93	0.7732264	0.9046821280811141	B-cell2	RAB27B	B-cell
4.471027498285609e-92	0.7874987	0.9026746693083154	B-cell2	PLCB4	B-cell
1.2203778424006669e-91	0.79330724	0.9016782238797273	B-cell2	GRIA1	B-cell
1.7297348773983182e-91	0.7953441	0.9013111124060369	B-cell2	AC099792.1	B-cell
3.152893894105887e-91	0.79564923	0.900719655031758	B-cell2	SPEF2	B-cell
3.217565625268691e-91	0.799086	0.9006934327836373	B-cell2	LRFN2	B-cell
1.2594067197190443e-87	0.7719887	0.8923838937124876	B-cell2	AL807761.4	B-cell
2.0630835720504074e-87	0.7973884	0.891871103082571	B-cell2	CYYR1-AS1	B-cell
4.239902215541679e-86	0.7867019	0.8887768778043237	B-cell2	AC132803.1	B-cell
9.286900973747135e-86	0.79255694	0.8879639881125809	B-cell2	LINC01876	B-cell
1.337758292861247e-85	0.5765823	0.8875823087232679	B-cell2	CXCR5	B-cell
1.6677145879518387e-85	0.7837409	0.8873579628226793	B-cell2	WDR49	B-cell
1.4356651365936224e-84	0.794976	0.8851407260649147	B-cell2	ANGPT1	B-cell
8.580032608630031e-84	0.7992276	0.8832818600314667	B-cell2	AP003066.1	B-cell
4.633625119976969e-83	0.7990779	0.8815162286580036	B-cell2	SPTLC3	B-cell
7.901338863337313e-83	0.7874625	0.880959734281219	B-cell2	EGFEM1P	B-cell
1.0453661797927363e-82	0.7135404	0.8806654623856418	B-cell2	CD80	B-cell
5.770448682078176e-81	0.7903607	0.8764815570188218	B-cell2	MIR3976HG	B-cell
4.902052603376253e-80	0.78342956	0.8742410115960608	B-cell2	LINC02653	B-cell
1.5886418650149805e-79	0.6038725	0.8730012819765748	B-cell2	AC104024.1	B-cell
1.6579459937376208e-79	0.79923874	0.8729532078550202	B-cell2	KCNS3	B-cell
2.208729568024686e-78	0.797078	0.8702173533010897	B-cell2	AC093298.2	B-cell
2.3346521483002898e-78	0.7823556	0.8701561680554746	B-cell2	AC112770.1	B-cell
1.209724716421635e-77	0.7955545	0.8684109317638833	B-cell2	LINC02220	B-cell
6.3021521798598206e-77	0.788001	0.8666540411397937	B-cell2	AC011294.1	B-cell
2.2727002572136057e-76	0.76020855	0.8652671755725191	B-cell2	AL133257.1	B-cell
3.1958242505141807e-76	0.76748127	0.8648971505157043	B-cell2	AC008728.1	B-cell
4.706138169500954e-76	0.7980374	0.8644805081288969	B-cell2	AC008163.1	B-cell
2.892475118481366e-75	0.7872068	0.862510925936717	B-cell2	AC020718.1	B-cell
4.780617628156595e-75	0.79362833	0.8619660858924305	B-cell2	AP001596.1	B-cell
5.578414187578361e-75	0.5356014	0.861797098071208	B-cell2	CD74	B-cell
6.57354333953303e-75	0.797655	0.8616193695006118	B-cell2	MUSK	B-cell
1.1851817568372312e-74	0.6300181	0.8609754676300915	B-cell2	AL138756.1	B-cell
1.2349765434843727e-74	0.7863809	0.8609288503000991	B-cell2	LINC02149	B-cell
3.1493552643165554e-74	0.77762103	0.8599207505390128	B-cell2	AL358134.1	B-cell
5.3918604289582666e-73	0.64472854	0.8568148709282676	B-cell2	CLECL1	B-cell
2.423499580474844e-72	0.79412353	0.8551628692966611	B-cell2	AC010880.1	B-cell
3.404494816638778e-72	0.77951664	0.8547884738651593	B-cell2	LINC01776	B-cell
8.027239157534743e-72	0.7942233	0.853845929724375	B-cell2	AC044798.3	B-cell
9.232658181128028e-72	0.7818361	0.8536871394440884	B-cell2	LINC01428	B-cell
1.0318698003910882e-71	0.7861924	0.853563312161296	B-cell2	AC007422.1	B-cell
1.1770782674792534e-71	0.7829177	0.8534147194219451	B-cell2	CASC16	B-cell
1.3921637886492536e-71	0.79603946	0.8532311636851	B-cell2	C6	B-cell
1.7501431537223019e-71	0.7665521	0.8529776819532662	B-cell2	AC090791.1	B-cell
8.057030753537387e-71	0.77620375	0.8512819765747917	B-cell2	FYB2	B-cell
9.424093747640921e-70	0.7474025	0.8485198997727406	B-cell2	CD86	B-cell
7.973082949679681e-69	0.76244843	0.8461307616106287	B-cell2	C8A	B-cell
3.7708245140741734e-68	0.78136134	0.8443796981527882	B-cell2	LINC01799	B-cell
2.816886781342003e-67	0.7977439	0.842086708233786	B-cell2	COLEC10	B-cell
3.9355339397038304e-67	0.78261507	0.8417079424275975	B-cell2	AC111198.1	B-cell
6.166685725559922e-67	0.617926	0.8411966085892431	B-cell2	SEMA7A	B-cell
2.2558640937211311e-66	0.6057832	0.8397223355282326	B-cell2	AL645941.2	B-cell
2.4629806814843676e-66	0.79093176	0.8396218169104365	B-cell2	PTPN1	B-cell
3.047351600215032e-66	0.7990048	0.8393799895111007	B-cell2	MGC27382	B-cell
3.1490992992983814e-66	0.7970334	0.8393421129304819	B-cell2	AC009262.1	B-cell
1.5526681724058416e-65	0.7900817	0.8375138395198415	B-cell2	FAM95C	B-cell
1.945764450813689e-65	0.68151313	0.8372501602470719	B-cell2	TFEB	B-cell
5.545723382165741e-65	0.7138301	0.8360381096672689	B-cell2	TCL6	B-cell
1.3682527914894653e-64	0.7982328	0.8349921333255638	B-cell2	AL390791.1	B-cell
1.3589623452795492e-63	0.7667618	0.8323145504341238	B-cell2	AC073636.1	B-cell
1.7203565537055988e-62	0.7878854	0.8293397820639823	B-cell2	AL355672.1	B-cell
7.281536298251547e-62	0.78058195	0.8276295087698853	B-cell2	LINC01723	B-cell
1.1173721216057859e-61	0.608315	0.8271196317230931	B-cell2	CD81	B-cell
1.2327216609648069e-61	0.78989005	0.8270001748149874	B-cell2	LINC02261	B-cell
1.4509280335549257e-61	0.7738406	0.8268078783287687	B-cell2	AC008574.1	B-cell
2.6606981045024595e-61	0.78330916	0.8260882232970107	B-cell2	AF123462.1	B-cell
5.15981879333254e-88	0.55106646	0.9039091078182157	B-cell3	AL138756.1	B-cell
5.392399959013054e-83	0.65968335	0.8914021328042656	B-cell3	BX571818.1	B-cell
1.5650908465199672e-78	0.73587286	0.8806497612995225	B-cell3	SWAP70	B-cell
7.012683415346674e-78	0.59751505	0.8788672577345155	B-cell3	CXCR5	B-cell
4.827404971690186e-72	0.7204775	0.8643003286006572	B-cell3	IGHM	B-cell
2.770464907096712e-71	0.7766926	0.8622667245334491	B-cell3	CD80	B-cell
2.8628174681424378e-68	0.71304816	0.8544717589435179	B-cell3	AC127029.3	B-cell
1.4548580962242136e-63	0.6208673	0.8420376340752681	B-cell3	CD74	B-cell
1.6203064129512962e-61	0.73872435	0.8363971727943456	B-cell3	CD22	B-cell
9.771482036752729e-61	0.69691646	0.8341698183396367	B-cell3	AC104024.1	B-cell
5.155536688905432e-57	0.6315706	0.8237243474486948	B-cell3	AL645941.2	B-cell
1.0072260271795328e-56	0.68424195	0.8228780457560915	B-cell3	CLECL1	B-cell
8.98184839833065e-55	0.6697746	0.8172763345526691	B-cell3	SEMA7A	B-cell
1.9082965528545305e-54	0.72693276	0.8163122326244652	B-cell3	TFEB	B-cell
1.610857908360083e-52	0.7282101	0.8105617211234423	B-cell3	C12orf77	B-cell
2.4472492929182272e-52	0.7210348	0.81000682001364	B-cell3	AC068295.1	B-cell
4.853010328714017e-78	0.62483156	0.9460168805642271	B-cell4	SWAP70	B-cell
2.05220339490834e-73	0.5514162	0.9321511157359232	B-cell4	C12orf77	B-cell
9.970244347612524e-68	0.72375214	0.9150537634408602	B-cell4	AC087500.1	B-cell
2.024313861609305e-67	0.509463	0.9137645970632443	B-cell4	AL138756.1	B-cell
7.357636248511729e-66	0.5385371	0.9087871430223147	B-cell4	LINC01991	B-cell
9.506061422220016e-62	0.71988994	0.8957162677766216	B-cell4	CD80	B-cell
6.278701037524155e-61	0.538689	0.8929673950745751	B-cell4	CXCR5	B-cell
6.91182333245125e-61	0.57355326	0.892675453809689	B-cell4	AC068295.1	B-cell
1.2815609812107974e-59	0.7950874	0.8882703202682392	B-cell4	RFTN1	B-cell
1.6156396779924043e-57	0.79807043	0.8813157590472886	B-cell4	KLHL6	B-cell
3.562268892678272e-56	0.615419	0.8767516475893167	B-cell4	AC104024.1	B-cell
3.718616498595918e-56	0.6946836	0.8766042317030871	B-cell4	CD22	B-cell
2.8961562701460937e-55	0.69976807	0.8735113885998381	B-cell4	BX571818.1	B-cell
1.4678657981645703e-54	0.68743753	0.8711007052838479	B-cell4	AC127029.3	B-cell
1.707538445371184e-54	0.6309387	0.8708116545265349	B-cell4	CLECL1	B-cell
1.0245624285356792e-52	0.567022	0.864649092380622	B-cell4	CD81	B-cell
1.2210055256071732e-52	0.7392946	0.8643311365475778	B-cell4	C17orf99	B-cell
6.4246995040445895e-52	0.75115514	0.861822175974101	B-cell4	CD82	B-cell
1.6255530257830826e-51	0.6492598	0.8603884842178287	B-cell4	DTX1	B-cell
7.978985790327681e-51	0.64447695	0.8579604578563995	B-cell4	IRF8	B-cell
1.5403045754354103e-50	0.72549635	0.8568215978725864	B-cell4	CIITA	B-cell
7.885744251731729e-50	0.7869153	0.8543126372991097	B-cell4	SPRED2	B-cell
1.40081239605997e-49	0.6103329	0.8533067406636605	B-cell4	SEMA7A	B-cell
5.2101101780294074e-49	0.62147784	0.8512660423170308	B-cell4	AC092723.3	B-cell
5.8988189482064695e-49	0.59004325	0.8510348017111805	B-cell4	AL645941.2	B-cell
1.0005094882841925e-47	0.5655322	0.846528500404671	B-cell4	CD74	B-cell
1.985092460623563e-46	0.761247	0.8417678344317262	B-cell4	CD86	B-cell
4.3998730140185085e-45	0.7045214	0.8367383512544804	B-cell4	TFEB	B-cell
2.0594358518991582e-44	0.7957304	0.8341773615446872	B-cell4	GRB2	B-cell
2.0023600920859467e-43	0.7113974	0.8304197016996184	B-cell4	MS4A1	B-cell
9.795653481197446e-43	0.43992877	0.8277199676263152	B-cell4	PLEKHF2	B-cell
7.815552599286578e-39	0.77684504	0.8125043357613597	B-cell4	ILDR1	B-cell
5.016182427767524e-38	0.65599364	0.809151346976529	B-cell4	BCL2A1	B-cell
5.131593257105402e-38	0.76265395	0.8090877558099202	B-cell4	LAT2	B-cell
1.7621557152593623e-37	0.76175994	0.8068273788877327	B-cell4	CD180	B-cell
4.714837681464526e-37	0.69034714	0.8050612787605503	B-cell4	SLC15A4	B-cell
4.0151711770210674e-36	0.522008	0.8011099549080818	B-cell4	HERPUD1	B-cell
6.369274254863514e-36	0.6707114	0.8002485836512891	B-cell4	AC068898.1	B-cell
7.217667247372507e-36	0.73872524	0.8000057810151463	B-cell4	IGLL5	B-cell
1.35757896520552e-62	0.6581578	0.9041975308641975	B-cell5	BX571818.1	B-cell
3.503904998304009e-54	0.59153765	0.8755185185185186	B-cell5	AL138756.1	B-cell
1.170241250531336e-52	0.7667891	0.8702530864197531	B-cell5	SWAP70	B-cell
5.567921057272349e-52	0.57996607	0.8678086419753086	B-cell5	AL645941.2	B-cell
1.2455918660052444e-50	0.60385334	0.8628641975308642	B-cell5	CXCR5	B-cell
1.8941921197904071e-47	0.7165211	0.8509444444444445	B-cell5	IGHM	B-cell
4.649270079445596e-47	0.67311424	0.8494938271604938	B-cell5	AC104024.1	B-cell
1.867019840755767e-46	0.62018347	0.8471358024691358	B-cell5	CD74	B-cell
1.579903949978452e-45	0.666477	0.8436296296296296	B-cell5	CLECL1	B-cell
6.810362982155012e-45	0.6205842	0.8411111111111111	B-cell5	TCL1A	B-cell
7.069891984875239e-38	0.78413963	0.8124753086419753	B-cell5	TCL6	B-cell
8.726215492958709e-37	0.68752366	0.8077777777777778	B-cell5	SEMA7A	B-cell
2.423866804621535e-36	0.5031389	0.8058148148148148	B-cell5	PLEKHF2	B-cell
1.6601021288210757e-22	0.7898304	0.8357497976644699	B-cell7	AC063949.2	B-cell
3.093451628521995e-236	0.48288378	0.8965061863203093	Monocyte0	MPO	Monocyte
7.358782993872336e-152	0.75608903	0.8173959983908178	Monocyte0	AC092723.4	Monocyte
7.498765731467316e-196	0.51272565	0.8815982606742949	Monocyte1	MPO	Monocyte
3.1880724889106097e-139	0.75357586	0.8215277281589074	Monocyte1	AC092723.4	Monocyte
3.1200627354166093e-75	0.55011815	0.8483768011275612	Monocyte2	MPO	Monocyte
3.1611413518273675e-143	0.7974003	0.95744921875	NK-cell0	PTPRD	NK-cell
3.185367817053223e-143	0.7985888	0.956970703125	NK-cell0	PCDH15	NK-cell
3.787604597248058e-142	0.7877425	0.954998046875	NK-cell0	PCDH9	NK-cell
1.387514860160964e-141	0.79203075	0.9535234375	NK-cell0	DGKB	NK-cell
4.059224240507063e-141	0.79667	0.95244140625	NK-cell0	GRID2	NK-cell
4.059224240507063e-141	0.79262644	0.952412109375	NK-cell0	PARD3B	NK-cell
1.1616147243552495e-138	0.7665395	0.948171875	NK-cell0	NEGR1	NK-cell
3.7574524469164573e-137	0.7869004	0.945580078125	NK-cell0	NKAIN2	NK-cell
1.5486515279431565e-136	0.79807603	0.944478515625	NK-cell0	AC109466.1	NK-cell
3.725879293290953e-136	0.7977374	0.943767578125	NK-cell0	USH2A	NK-cell
4.282573125210678e-136	0.78778523	0.943626953125	NK-cell0	CSMD3	NK-cell
7.363852996250388e-135	0.78677773	0.941505859375	NK-cell0	AL157944.1	NK-cell
2.198396739812176e-134	0.7997334	0.9406484374999999	NK-cell0	AC099520.1	NK-cell
1.2302612203726053e-133	0.7963732	0.939310546875	NK-cell0	MGAT4C	NK-cell
2.18763170614455e-133	0.7918051	0.9388496093750001	NK-cell0	WDFY4	NK-cell
2.897015635490201e-133	0.78333783	0.93861328125	NK-cell0	LINC01170	NK-cell
3.0351732812006944e-133	0.7830947	0.938568359375	NK-cell0	KHDRBS2	NK-cell
3.59871275475044e-133	0.7927933	0.9384355468750001	NK-cell0	MSR1	NK-cell
3.620171393638946e-133	0.78519154	0.938419921875	NK-cell0	ADGRB3	NK-cell
6.764610888944662e-133	0.7985056	0.93794140625	NK-cell0	AL110292.1	NK-cell
2.839663370105762e-132	0.7840663	0.9368388671875	NK-cell0	LINC00871	NK-cell
2.839663370105762e-132	0.75797117	0.9368359374999999	NK-cell0	AL445255.1	NK-cell
1.9975322425797367e-131	0.79718626	0.935357421875	NK-cell0	LINC02008	NK-cell
4.2518726776817256e-131	0.7973916	0.9347734375	NK-cell0	ZFPM2-AS1	NK-cell
7.960833161854256e-131	0.79482263	0.934298828125	NK-cell0	FAT3	NK-cell
1.5939614583345858e-129	0.7985422	0.932029296875	NK-cell0	SPOCK3	NK-cell
5.788255662245308e-128	0.41865298	0.9293359375	NK-cell0	AC068775.1	NK-cell
7.921013034566388e-128	0.79618716	0.929078125	NK-cell0	IQCM	NK-cell
2.2359701586606875e-127	0.77937925	0.92827734375	NK-cell0	PPFIA2	NK-cell
3.5467034654580597e-127	0.7985576	0.9279140625	NK-cell0	LINC02267	NK-cell
5.357397254425501e-127	0.79004383	0.92758203125	NK-cell0	AL353595.1	NK-cell
1.371873565802239e-126	0.7987621	0.926865234375	NK-cell0	RALYL	NK-cell
1.3999542491729455e-126	0.7983605	0.926837890625	NK-cell0	LUZP2	NK-cell
5.235849001303602e-126	0.7888096	0.9258466796875	NK-cell0	CD36	NK-cell
5.896400680724535e-125	0.788152	0.92398046875	NK-cell0	AP000561.1	NK-cell
8.46760290947567e-125	0.79705656	0.923685546875	NK-cell0	KCNH8	NK-cell
9.119259753586391e-125	0.76090616	0.923626953125	NK-cell0	AL513166.1	NK-cell
1.0413361818627131e-123	0.79995835	0.921771484375	NK-cell0	PKHD1	NK-cell
1.2681927290250898e-123	0.7954103	0.921607421875	NK-cell0	TRDN	NK-cell
1.9684368588232672e-123	0.79521817	0.9212675781249999	NK-cell0	ZRANB2-AS2	NK-cell
2.362278589383396e-123	0.77640843	0.92112890625	NK-cell0	THSD7A	NK-cell
2.896817001662394e-123	0.7974017	0.9209707031250001	NK-cell0	AL442163.1	NK-cell
5.630724316869029e-123	0.7904608	0.92045703125	NK-cell0	AC061958.1	NK-cell
1.9707512003440991e-122	0.78722835	0.91949609375	NK-cell0	GALNT14	NK-cell
9.304880850349801e-121	0.77612996	0.9165	NK-cell0	AL583808.1	NK-cell
2.0223924158004195e-120	0.7994441	0.9158984375	NK-cell0	AC007319.1	NK-cell
2.0308333033558125e-120	0.7781332	0.915892578125	NK-cell0	LINC02742	NK-cell
2.7946473378617293e-120	0.7919904	0.91563671875	NK-cell0	AC097512.1	NK-cell
3.171457530258564e-120	0.7780263	0.9155390625	NK-cell0	AC092691.1	NK-cell
1.2590670725014424e-119	0.7895315	0.914453125	NK-cell0	LINC01266	NK-cell
1.563238852026822e-119	0.79479796	0.9142851562500001	NK-cell0	LINC02476	NK-cell
2.780474568595417e-119	0.79864854	0.91382421875	NK-cell0	LINC02223	NK-cell
3.065529687689337e-119	0.77791315	0.9137363281249999	NK-cell0	ANGPT1	NK-cell
5.883406353113185e-119	0.7990335	0.91321875	NK-cell0	LNCAROD	NK-cell
1.1482912446510243e-118	0.7705886	0.9126953125	NK-cell0	FLJ46284	NK-cell
1.3787478518558577e-118	0.79126084	0.9125458984375	NK-cell0	AC132803.1	NK-cell
1.988032156947638e-118	0.7979684	0.912255859375	NK-cell0	PCLO	NK-cell
2.500375527663327e-118	0.7871892	0.912080078125	NK-cell0	AC079772.1	NK-cell
3.869734938827908e-118	0.79781836	0.9117363281249999	NK-cell0	AP003066.1	NK-cell
5.757803486485616e-118	0.7955525	0.9114140625	NK-cell0	PLCB4	NK-cell
8.656345916411644e-117	0.7950766	0.909314453125	NK-cell0	LINC00351	NK-cell
9.914675556976262e-117	0.7887259	0.909208984375	NK-cell0	AC022325.2	NK-cell
1.448158207134117e-116	0.76195955	0.908908203125	NK-cell0	AC008163.1	NK-cell
2.9041879724351535e-116	0.79853016	0.90836328125	NK-cell0	AC091096.1	NK-cell
2.9417097674808383e-116	0.7852673	0.9083515625	NK-cell0	AC091576.1	NK-cell
3.628768346555776e-116	0.7944279	0.9081816406250001	NK-cell0	LINC01378	NK-cell
7.366477170130005e-116	0.79159987	0.907625	NK-cell0	LINC02377	NK-cell
9.346953313966404e-116	0.79020864	0.907431640625	NK-cell0	LINC01192	NK-cell
2.587282102180317e-115	0.7916258	0.906634765625	NK-cell0	LINC01965	NK-cell
4.268662730450714e-115	0.7972171	0.906234375	NK-cell0	FRMPD2	NK-cell
8.838847384375779e-115	0.7872545	0.9056523437499999	NK-cell0	EGFEM1P	NK-cell
9.161613701777748e-115	0.7835839	0.905623046875	NK-cell0	LINC00355	NK-cell
6.417971479093368e-114	0.7998258	0.904076171875	NK-cell0	AL390800.1	NK-cell
1.1538681947225985e-113	0.7781217	0.90361328125	NK-cell0	LINC02653	NK-cell
5.003508914080673e-113	0.7794307	0.90244921875	NK-cell0	AC128685.1	NK-cell
1.473693576530144e-112	0.78925174	0.9015849609375	NK-cell0	AF121898.1	NK-cell
1.5254630490190245e-112	0.7894518	0.901556640625	NK-cell0	ANO5	NK-cell
1.1440258036751208e-111	0.79269826	0.89995703125	NK-cell0	AC010230.1	NK-cell
4.344041577014295e-111	0.38738045	0.8989003906249999	NK-cell0	KLRC4-KLRK1	NK-cell
9.135514992721747e-111	0.7969464	0.8983085937499999	NK-cell0	AC091946.1	NK-cell
1.5112779702453323e-110	0.7829465	0.897904296875	NK-cell0	AC090204.1	NK-cell
4.346975510432863e-110	0.765808	0.8970625	NK-cell0	LINC02227	NK-cell
4.678843479372263e-110	0.78780895	0.897001953125	NK-cell0	AC008568.1	NK-cell
8.423826075827077e-110	0.79195386	0.89652734375	NK-cell0	AC020584.1	NK-cell
3.2451834801835746e-109	0.79665375	0.8954355468749999	NK-cell0	SAMD12-AS1	NK-cell
3.9951131311933806e-109	0.7782063	0.895267578125	NK-cell0	ZNF804A	NK-cell
7.649918347498599e-109	0.7736126	0.8947441406250001	NK-cell0	LINC02315	NK-cell
2.984089011011237e-108	0.7579945	0.893646484375	NK-cell0	AL136372.2	NK-cell
4.394892915490096e-108	0.7990674	0.8933320312499999	NK-cell0	AL138927.1	NK-cell
5.415651862331634e-108	0.78844124	0.89316015625	NK-cell0	LINC00348	NK-cell
9.363763101823287e-108	0.79748017	0.892716796875	NK-cell0	SPTLC3	NK-cell
2.807600740797968e-107	0.79629046	0.891830078125	NK-cell0	TRPC4	NK-cell
2.8942059521565493e-107	0.77758014	0.8918046875	NK-cell0	AP000477.3	NK-cell
6.293904214694988e-106	0.76929605	0.889291015625	NK-cell0	LINC00448	NK-cell
1.2809827222422954e-105	0.7967636	0.8887109375	NK-cell0	PDZRN4	NK-cell
1.89771323678875e-105	0.78968716	0.888388671875	NK-cell0	LINC01707	NK-cell
2.5898096489683774e-105	0.7907711	0.88812890625	NK-cell0	AL590814.1	NK-cell
3.4632530586392165e-105	0.75454366	0.887888671875	NK-cell0	AL133257.1	NK-cell
1.2232059912369502e-104	0.7542013	0.886859375	NK-cell0	AC113167.1	NK-cell
1.23646677986204e-104	0.78982735	0.886849609375	NK-cell0	AC012355.1	NK-cell
2.237641157909936e-104	0.7635272	0.886361328125	NK-cell0	LINC02232	NK-cell
8.846461615959757e-104	0.7787977	0.885224609375	NK-cell0	AC017091.1	NK-cell
1.937098523952913e-103	0.784718	0.884580078125	NK-cell0	AL713998.4	NK-cell
1.1846216187779961e-102	0.7921855	0.8830820312500001	NK-cell0	AC099517.1	NK-cell
5.75143047762479e-102	0.7843175	0.88176953125	NK-cell0	AC008662.1	NK-cell
7.79976225050593e-102	0.7937563	0.8815185546875	NK-cell0	GULP1	NK-cell
8.065097856361255e-102	0.7724648	0.881490234375	NK-cell0	AC004862.1	NK-cell
1.274075737816455e-101	0.7527812	0.881109375	NK-cell0	AL355672.1	NK-cell
1.6349532333445894e-101	0.7832684	0.880900390625	NK-cell0	CASC6	NK-cell
2.461349729700014e-101	0.7778922	0.880556640625	NK-cell0	AC090679.2	NK-cell
1.7763911803592335e-100	0.53533727	0.878900390625	NK-cell0	PRF1	NK-cell
2.395754789798463e-100	0.7988964	0.878650390625	NK-cell0	AC079380.1	NK-cell
2.8732618508031717e-100	0.7993296	0.8784960937499999	NK-cell0	AC116049.1	NK-cell
5.077109473740542e-100	0.7968185	0.878017578125	NK-cell0	ADGRL3-AS1	NK-cell
5.917304694940925e-100	0.78641826	0.87788671875	NK-cell0	AC100801.1	NK-cell
9.43642512585678e-100	0.7997854	0.877494140625	NK-cell0	LRRIQ1	NK-cell
2.348904033201178e-99	0.7798731	0.8767265625	NK-cell0	AC062004.1	NK-cell
1.3730730250728979e-98	0.7833461	0.87523828125	NK-cell0	AC005100.1	NK-cell
2.0465662060738155e-98	0.7963885	0.874900390625	NK-cell0	LINC01720	NK-cell
3.137527723557531e-98	0.7899333	0.8745371093750001	NK-cell0	LINC01687	NK-cell
3.415006869132841e-98	0.7994068	0.87446484375	NK-cell0	AL353604.1	NK-cell
3.5007087308891826e-98	0.74667704	0.8744433593750001	NK-cell0	AC008574.1	NK-cell
4.920656885380106e-98	0.79784006	0.87415625	NK-cell0	AC128707.1	NK-cell
1.2790296846746697e-97	0.7764819	0.873345703125	NK-cell0	AC109349.1	NK-cell
4.652484735197966e-97	0.7981987	0.872248046875	NK-cell0	AL591463.1	NK-cell
4.680626577661252e-97	0.79534346	0.8722421874999999	NK-cell0	LINC01608	NK-cell
2.858473333379678e-96	0.79928553	0.870705078125	NK-cell0	GABRG2	NK-cell
3.74027405625867e-96	0.7873791	0.8704755859375	NK-cell0	LINC02045	NK-cell
3.982876050507242e-96	0.78732353	0.870421875	NK-cell0	COLEC10	NK-cell
5.675783289427908e-96	0.79795605	0.87012109375	NK-cell0	SEMA3C	NK-cell
7.403059031016695e-96	0.5701805	0.8698916015625	NK-cell0	CST7	NK-cell
8.127168462599122e-96	0.79632956	0.869810546875	NK-cell0	AP001596.1	NK-cell
9.53040592442923e-96	0.797706	0.869673828125	NK-cell0	AC090348.1	NK-cell
1.5132769319247906e-94	0.770874	0.867294921875	NK-cell0	KLRD1	NK-cell
2.4017463753769136e-93	0.7863941	0.86490625	NK-cell0	TYR	NK-cell
3.875748775066855e-93	0.79287934	0.86448828125	NK-cell0	LINC01781	NK-cell
5.230904024067208e-93	0.7836841	0.8642265625000001	NK-cell0	SI	NK-cell
2.6543833513154423e-108	0.70678365	0.9000751552549345	NK-cell1	IL2RB	NK-cell
9.960338788306501e-100	0.76530284	0.8837011985285392	NK-cell1	KLRD1	NK-cell
1.773549238827685e-74	0.62832457	0.8323780704877181	NK-cell1	CD247	NK-cell
4.035747509372965e-72	0.73115844	0.8269392033542977	NK-cell1	SH2D1B	NK-cell
2.2688940939906215e-64	0.4921553	0.8091194968553459	NK-cell1	TBX21	NK-cell
